"","Subject","Age","Gender","STAIT","Condition","EV","AltEV","Risk","AltRisk","Actual","Counterfactual","Satisfaction","ReactionTime","Trial","TrialTot"
"288",3,22,"male",60,"single","high","low","high","high",40,0,7.05290803740997,2.22785331400155,24,96
"289",4,20,"male",57,"single","high","low","low","high",20,0,5.0517368987677,4.02597229400089,1,1
"290",4,20,"male",57,"single","high","high","low","high",20,0,2.24521639945231,4.86006898900087,2,2
"291",4,20,"male",57,"single","low","high","low","high",20,0,4.12436490768957,6.43466549600089,3,3
"292",4,20,"male",57,"single","high","low","low","high",20,0,4.22198301201358,5.42009514900019,4,4
"293",4,20,"male",57,"single","low","high","high","high",40,40,4.39281469458061,6.93207041099959,5,5
"294",4,20,"male",57,"single","low","low","low","high",20,20,4.05115132944656,7.02106927900059,6,6
"295",4,20,"male",57,"single","high","low","high","high",40,0,6.36958130714188,7.02388018599959,7,7
"296",4,20,"male",57,"single","high","low","low","low",20,20,5.17375952917271,6.08000899000035,8,8
"297",4,20,"male",57,"single","low","high","low","low",20,40,6.49160393754689,7.21497647800061,9,9
"298",4,20,"male",57,"single","high","low","high","high",40,0,7.02850351132897,8.30327756900078,10,10
"299",4,20,"male",57,"single","high","low","high","low",0,20,-6.10113152025084,6.21409748900078,11,11
"300",4,20,"male",57,"single","low","low","low","high",40,0,0.732135782430101,7.31298472699928,12,12
"301",4,20,"male",57,"single","low","high","low","high",20,0,4.53924185106663,5.01241616299922,13,13
"302",4,20,"male",57,"single","low","low","low","high",40,40,4.09996038160857,4.65715414700026,14,14
"303",4,20,"male",57,"single","high","low","high","high",40,0,6.5404129897089,7.59062645000085,15,15
"304",4,20,"male",57,"single","high","low","low","low",40,0,3.95353322512255,3.98540877900086,16,16
"305",4,20,"male",57,"single","high","low","low","high",20,0,6.46719941146589,6.83278230399992,17,17
"306",4,20,"male",57,"single","high","high","low","high",40,40,3.31901554701646,10.753412004,18,18
"307",4,20,"male",57,"single","high","high","low","high",20,40,5.02733237268669,4.74499553200076,19,19
"308",4,20,"male",57,"single","low","low","low","high",40,40,3.02616123404442,4.19076018899977,20,20
"309",4,20,"male",57,"single","low","high","low","high",40,40,3.02616123404442,3.29587368299872,21,21
"310",4,20,"male",57,"single","high","low","low","low",20,20,5.95470436376482,3.31412806099979,22,22
"311",4,20,"male",57,"single","high","low","low","high",20,0,5.0761414248487,2.90806790299939,23,23
"312",4,20,"male",57,"single","high","high","low","high",20,40,5.61304099863077,4.62035187100082,24,24
"313",4,20,"male",57,"double","high","low","low","low",20,20,3.75829701647452,3.68860204399971,1,25
"314",4,20,"male",57,"double","high","low","low","high",40,0,4.41721922066161,1.75745543500125,2,26
"315",4,20,"male",57,"double","high","low","low","high",40,0,4.17317395985158,3.6831975039986,3,27
"316",4,20,"male",57,"double","low","high","high","high",40,40,5.00292784660569,5.6854040649996,4,28
"317",4,20,"male",57,"double","high","high","low","high",20,40,5.34459121173974,3.07445101600024,5,29
"318",4,20,"male",57,"double","low","high","low","high",20,0,4.92971426836268,2.44544359700012,6,30
"319",4,20,"male",57,"double","low","high","low","high",20,40,3.41663365134047,4.60125250900091,7,31
"320",4,20,"male",57,"double","low","high","low","low",0,20,-5.17375952917271,3.91174356900046,8,32
"321",4,20,"male",57,"double","high","high","low","high",20,40,3.19699291661144,2.44530606499939,9,33
"322",4,20,"male",57,"double","high","low","low","high",20,0,3.56306080782649,5.13121448800121,10,34
"323",4,20,"male",57,"double","high","low","high","high",40,40,6.27196320281787,5.06388185200012,11,35
"324",4,20,"male",57,"double","low","high","high","high",40,40,5.1005459509297,5.5671951839995,12,36
"325",4,20,"male",57,"double","high","low","low","high",20,40,4.88090521620067,3.09515262199966,13,37
"326",4,20,"male",57,"double","high","high","low","high",20,0,5.49101836822576,3.0044554899996,14,38
"327",4,20,"male",57,"double","high","low","high","high",0,40,-5.24697310741572,4.77920387299855,15,39
"328",4,20,"male",57,"double","low","low","high","low",40,20,6.49160393754689,5.42325102500035,16,40
"329",4,20,"male",57,"double","low","low","low","high",20,40,5.1005459509297,2.77569255099843,17,41
"330",4,20,"male",57,"double","low","low","low","high",0,0,-5.53982742038776,5.04265715899965,18,42
"331",4,20,"male",57,"double","low","high","low","high",20,40,4.41721922066161,2.20810306900057,19,43
"332",4,20,"male",57,"double","high","low","low","low",40,20,6.34517678106088,4.40767589200004,20,44
"333",4,20,"male",57,"double","low","low","low","high",20,20,6.32077225497987,4.58989575499982,21,45
"334",4,20,"male",57,"double","high","low","low","low",20,40,4.44162374674261,3.02338044600037,22,46
"335",4,20,"male",57,"double","high","high","low","high",20,40,6.63803109403292,2.00850117499976,23,47
"336",4,20,"male",57,"double","low","high","low","high",20,0,7.34576235038201,4.57715938600086,24,48
"337",4,20,"male",57,"single","low","low","low","high",20,20,6.5404129897089,3.39926014500088,1,49
"338",4,20,"male",57,"single","high","low","low","low",20,20,5.36899573782074,3.34996295999917,2,50
"339",4,20,"male",57,"single","low","high","low","high",0,0,-2.26962092553331,3.00148102300045,3,51
"340",4,20,"male",57,"single","high","high","low","high",20,40,6.34517678106088,3.00205737399847,4,52
"341",4,20,"male",57,"single","high","high","low","high",20,40,5.7838726811978,3.57303777700145,5,53
"342",4,20,"male",57,"single","high","high","low","high",20,0,5.29578215957773,2.77377147399966,6,54
"343",4,20,"male",57,"single","high","low","low","low",40,40,7.34576235038201,3.75078933900113,7,55
"344",4,20,"male",57,"single","high","low","low","high",20,0,5.34459121173974,3.45480868999948,8,56
"345",4,20,"male",57,"single","low","high","low","high",0,0,-2.29402545161432,2.80152554899905,9,57
"346",4,20,"male",57,"single","high","low","low","high",20,0,6.02791794200783,2.02081140500013,10,58
"347",4,20,"male",57,"single","high","low","low","low",20,20,5.58863647254977,3.05253389500103,11,59
"348",4,20,"male",57,"single","low","high","low","high",20,40,6.5160084636279,3.042186708999,12,60
"349",4,20,"male",57,"single","low","low","low","high",20,40,6.5160084636279,3.54099161500017,13,61
"350",4,20,"male",57,"single","high","low","high","high",40,0,7.66302118943506,4.52904458800003,14,62
"351",4,20,"male",57,"single","high","low","high","high",0,0,-4.78328711187666,4.8371117709994,15,63
"352",4,20,"male",57,"single","high","low","low","high",20,40,3.46544270350248,4.17012460200021,16,64
"353",4,20,"male",57,"single","high","low","low","high",20,0,4.39281469458061,2.92668849399888,17,65
"354",4,20,"male",57,"single","low","low","low","high",20,0,5.02733237268669,4.11667108799884,18,66
"355",4,20,"male",57,"single","low","low","high","low",40,0,6.46719941146589,3.92688527899918,19,67
"356",4,20,"male",57,"single","high","low","low","low",40,20,4.05115132944656,4.68070060599894,20,68
"357",4,20,"male",57,"single","low","high","high","high",40,40,4.90530974228168,6.2811779599997,21,69
"358",4,20,"male",57,"single","high","low","high","high",40,0,6.83326730268094,2.80962693299989,22,70
"359",4,20,"male",57,"single","high","high","low","high",20,0,5.22256858133472,7.1924811989993,23,71
"360",4,20,"male",57,"single","low","high","low","high",20,0,5.63744552471178,2.8688904390001,24,72
"361",4,20,"male",57,"double","high","low","low","low",20,40,4.51483732498562,3.45138793600017,1,73
"362",4,20,"male",57,"double","low","low","low","high",20,20,4.39281469458061,3.42458406600053,2,74
"363",4,20,"male",57,"double","high","high","low","high",20,0,6.68684014619492,2.36592244700114,3,75
"364",4,20,"male",57,"double","high","low","high","high",0,40,-5.24697310741572,5.32278160600072,4,76
"365",4,20,"male",57,"double","high","low","low","low",20,20,5.24697310741572,2.93683530700036,5,77
"366",4,20,"male",57,"double","high","high","low","high",40,0,6.02791794200783,2.59374833499896,6,78
"367",4,20,"male",57,"double","high","low","low","low",40,20,7.12612161565298,2.81342761800079,7,79
"368",4,20,"male",57,"double","high","low","low","high",20,40,4.85650069011967,2.40505881700119,8,80
"369",4,20,"male",57,"double","low","high","low","high",20,40,5.71065910295479,2.29142533000049,9,81
"370",4,20,"male",57,"double","high","low","high","high",40,40,7.29695329822001,3.90087317399957,10,82
"371",4,20,"male",57,"double","high","low","low","low",20,20,5.34459121173974,3.22254495400011,11,83
"372",4,20,"male",57,"double","low","high","low","high",20,40,5.32018668565873,3.03568282300148,12,84
"373",4,20,"male",57,"double","high","high","low","high",0,40,-6.14994057241285,4.02969297000163,13,85
"374",4,20,"male",57,"double","high","high","low","high",20,0,5.34459121173974,1.79791905800084,14,86
"375",4,20,"male",57,"double","low","high","high","high",0,40,-6.14994057241285,2.99804112799939,15,87
"376",4,20,"male",57,"double","low","low","low","high",20,40,4.90530974228168,2.35688107500027,16,88
"377",4,20,"male",57,"double","high","low","low","high",20,0,6.32077225497987,2.04868065700066,17,89
"378",4,20,"male",57,"double","low","high","low","high",40,40,5.75946815511679,4.19326207900122,18,90
"379",4,20,"male",57,"double","high","low","low","high",20,0,6.10113152025084,2.6517059459984,19,91
"380",4,20,"male",57,"double","low","low","low","high",20,0,7.02850351132897,2.59983922699939,20,92
"381",4,20,"male",57,"double","high","low","low","high",40,0,5.32018668565873,2.42181788599919,21,93
"382",4,20,"male",57,"double","low","low","low","high",20,0,6.78445825051894,3.3466119629993,22,94
"383",4,20,"male",57,"double","low","high","low","high",20,40,6.68684014619492,1.98712440500094,23,95
"384",4,20,"male",57,"double","high","low","high","high",40,40,6.78445825051894,4.03026537300138,24,96
"385",5,22,"male",34,"double","high","low","low","high",20,0,3.95353322512255,3.36249227499979,1,1
"386",5,22,"male",34,"double","high","high","low","high",40,0,6.71124467227593,3.14300088499999,2,2
"387",5,22,"male",34,"double","low","high","low","high",0,0,-5.19816405525372,8.46036621500002,3,3
"388",5,22,"male",34,"double","high","low","low","high",20,40,3.09937481228743,3.58134208199999,4,4
"389",5,22,"male",34,"double","high","low","high","high",40,40,2.00117113864228,7.32889426099996,5,5
"390",5,22,"male",34,"double","low","low","low","high",20,0,1.83033945607525,3.94936517099995,6,6
"391",5,22,"male",34,"double","high","low","high","high",40,20,2.39164355593833,9.66429015400013,7,7
"392",5,22,"male",34,"double","high","low","low","low",20,20,0.854158412835118,6.71708107299992,8,8
"393",5,22,"male",34,"double","high","low","low","low",20,20,1.70831682567024,11.9841626899999,9,9
"394",5,22,"male",34,"double","high","low","high","high",0,0,-2.34283450377632,4.78869283199992,10,10
"395",5,22,"male",34,"double","low","high","low","high",40,0,6.5160084636279,4.14567452300003,11,11
"396",5,22,"male",34,"double","low","low","low","high",0,40,-4.92971426836268,5.02524768900003,12,12
"397",5,22,"male",34,"double","low","high","low","high",20,40,2.12319376904729,2.59090752400016,13,13
"398",5,22,"male",34,"double","low","low","low","high",20,0,2.02557566472328,4.01848384100003,14,14
"399",5,22,"male",34,"double","high","low","high","high",40,0,1.4398670387792,11.373961233,15,15
"400",5,22,"male",34,"double","high","low","low","low",20,20,1.19582177796916,5.52357682799993,16,16
"401",5,22,"male",34,"double","high","low","low","high",20,40,3.73389249039351,3.16370348600003,17,17
"402",5,22,"male",34,"double","high","high","low","high",40,0,4.73447805971465,3.98007261800012,18,18
"403",5,22,"male",34,"double","high","high","low","high",20,0,1.61069872134622,3.48686931599991,19,19
"404",5,22,"male",34,"double","low","low","low","high",20,0,1.51308061702221,5.02013544100009,20,20
"405",5,22,"male",34,"double","low","high","low","high",20,0,2.75771144715338,2.7192552439999,21,21
"406",5,22,"male",34,"double","high","low","low","low",20,20,1.70831682567024,2.09868033199996,22,22
"407",5,22,"male",34,"double","high","low","low","high",20,0,2.70890239499137,5.47506542800011,23,23
"408",5,22,"male",34,"double","high","high","low","high",20,40,3.02616123404442,1.92656351799997,24,24
"409",5,22,"male",34,"single","high","low","low","low",20,20,2.04998019080428,4.1690753119999,1,25
"410",5,22,"male",34,"single","high","low","low","high",20,40,2.1475982951283,2.3422191730001,2,26
"411",5,22,"male",34,"single","high","low","low","high",0,0,-7.12612161565298,1.62040797500003,3,27
"412",5,22,"male",34,"single","high","low","high","high",40,40,3.02616123404442,3.57606905099988,4,28
"413",5,22,"male",34,"single","high","high","low","high",20,40,1.4154625126982,1.49757892800017,5,29
"414",5,22,"male",34,"single","low","high","low","high",20,40,1.75712587783224,2.68816814899992,6,30
"415",5,22,"male",34,"single","low","high","low","high",20,40,0.683326730268094,1.92105631300001,7,31
"416",5,22,"male",34,"single","high","low","low","low",20,20,2.61128429066736,1.89853317800021,8,32
"417",5,22,"male",34,"single","high","high","low","high",20,0,1.70831682567024,1.86255644300013,9,33
"418",5,22,"male",34,"single","high","low","low","high",40,40,4.63685995539064,2.46305230500002,10,34
"419",5,22,"male",34,"single","high","low","high","high",40,40,1.75712587783224,4.95375135199993,11,35
"420",5,22,"male",34,"single","low","high","high","high",40,40,3.14818386444943,4.22983630399995,12,36
"421",5,22,"male",34,"single","high","low","low","high",20,0,2.41604808201933,3.06903502899991,13,37
"422",5,22,"male",34,"single","high","high","low","high",20,40,1.22022630405017,2.39471731100002,14,38
"423",5,22,"male",34,"single","high","low","high","high",40,0,3.83151059471753,2.23651576199995,15,39
"424",5,22,"male",34,"single","low","low","low","high",0,40,-3.95353322512255,1.84596208099993,16,40
"425",5,22,"male",34,"single","low","low","low","high",0,40,-5.19816405525372,2.31204374799995,17,41
"426",5,22,"male",34,"single","low","low","low","high",0,0,-6.05232246808883,3.68162628899995,18,42
"427",5,22,"male",34,"single","low","high","low","high",20,40,-0.414876943377057,1.68950673099994,19,43
"428",5,22,"male",34,"single","high","low","low","low",20,0,1.78153040391325,3.99326251000002,20,44
"429",5,22,"male",34,"single","low","low","low","high",20,40,1.48867609094121,1.32518638600004,21,45
"430",5,22,"male",34,"single","high","low","low","low",20,20,0.902967464997124,1.11305594999999,22,46
"431",5,22,"male",34,"single","high","high","low","high",20,40,2.04998019080428,1.35406340700001,23,47
"432",5,22,"male",34,"single","low","high","low","high",20,40,3.34342007309746,1.70580633300006,24,48
"433",5,22,"male",34,"double","low","low","low","high",20,40,1.73272135175124,1.589339806,1,49
"434",5,22,"male",34,"double","high","low","low","low",40,20,2.09878924296629,3.35778543300012,2,50
"435",5,22,"male",34,"double","low","high","low","high",20,0,1.83033945607525,2.00980009399996,3,51
"436",5,22,"male",34,"double","high","high","low","high",20,0,2.44045260810034,2.28290950499991,4,52
"437",5,22,"male",34,"double","high","high","high","low",40,40,2.46485713418134,2.45583932799991,5,53
"438",5,22,"male",34,"double","high","high","low","high",20,40,2.48926166026234,2.2373477000001,6,54
"439",5,22,"male",34,"double","high","low","low","low",20,40,2.36723902985733,4.38600596299989,7,55
"440",5,22,"male",34,"double","high","low","low","high",20,0,3.6362743860695,2.55134923300011,8,56
"441",5,22,"male",34,"double","low","high","low","high",20,0,2.9041386036394,4.0216708060002,9,57
"442",5,22,"male",34,"double","high","low","low","high",20,40,3.48984722958348,1.74320861899992,10,58
"443",5,22,"male",34,"double","high","low","low","low",20,20,2.22081187337131,1.18352695600015,11,59
"444",5,22,"male",34,"double","low","high","low","high",20,40,1.68391229958923,1.92720712200003,12,60
"445",5,22,"male",34,"double","low","low","low","high",20,20,3.19699291661144,1.20744311699991,13,61
"446",5,22,"male",34,"double","high","low","high","high",40,0,5.49101836822576,2.62467160200003,14,62
