YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,MICROSECOND,body_x,body_y,tail_x,tail_y,head_x,head_y,FRAME_PATH
2020,12,7,0,57,23,762470,27,362,18,227,37,382,000001835_000135867_c.png
2020,12,7,0,57,23,776215,27,362,18,227,0,357,000001836_000135933_c.png
2020,12,7,0,57,23,790082,27,362,18,227,37,382,000001837_000136000_c.png
2020,12,7,0,57,23,803689,27,363,18,227,0,357,000001838_000136067_c.png
2020,12,7,0,57,23,817377,27,362,18,227,37,382,000001839_000136533_c.png
2020,12,7,0,57,23,831196,27,363,18,227,0,357,000001840_000136600_c.png
2020,12,7,0,57,23,845003,27,363,18,227,0,357,000001841_000136667_c.png
2020,12,7,0,57,23,858996,27,362,18,227,37,382,000001842_000136733_c.png
2020,12,7,0,57,23,872399,27,362,25,228,0,361,000001843_000136800_c.png
2020,12,7,0,57,23,886206,27,362,17,227,37,382,000001844_000136867_c.png
2020,12,7,0,57,23,900004,28,362,25,228,0,357,000001845_000136933_c.png
2020,12,7,0,57,23,915304,27,362,17,227,0,357,000001846_000137000_c.png
2020,12,7,0,57,23,930769,8,56,18,213,3,214,000001847_000137067_c.png
2020,12,7,0,57,23,945225,27,363,18,227,0,357,000001848_000137133_c.png
2020,12,7,0,57,23,960009,27,362,18,227,39,381,000001849_000137200_c.png
2020,12,7,0,57,23,975226,27,363,18,227,37,382,000001850_000137267_c.png
2020,12,7,0,57,23,989231,27,362,25,228,37,382,000001851_000137333_c.png
2020,12,7,0,57,24,4340,28,362,18,227,0,357,000001852_000137400_c.png
2020,12,7,0,57,24,18967,27,363,18,227,0,357,000001853_000137467_c.png
2020,12,7,0,57,24,33326,27,362,18,227,0,357,000001854_000137533_c.png
2020,12,7,0,57,24,47422,27,362,18,227,37,382,000001855_000137600_c.png
2020,12,7,0,57,24,61654,27,362,18,227,0,357,000001856_000137667_c.png
2020,12,7,0,57,24,76976,24,40,3,214,19,213,000001857_000137733_c.png
2020,12,7,0,57,24,91128,28,362,17,227,0,357,000001858_000137800_c.png
2020,12,7,0,57,24,105154,27,362,18,227,37,382,000001859_000137867_c.png
2020,12,7,0,57,24,119905,27,363,18,227,0,357,000001860_000137933_c.png
2020,12,7,0,57,24,134697,27,362,17,227,37,382,000001861_000138000_c.png
2020,12,7,0,57,24,149622,27,363,25,228,0,357,000001862_000138067_c.png
2020,12,7,0,57,24,164821,8,56,18,213,3,214,000001863_000138133_c.png
2020,12,7,0,57,24,179420,27,363,18,227,0,357,000001864_000138200_c.png
2020,12,7,0,57,24,193848,27,361,18,227,37,382,000001865_000138267_c.png
2020,12,7,0,57,24,208766,27,362,18,227,0,357,000001866_000138333_c.png
2020,12,7,0,57,24,223368,27,362,18,227,37,382,000001867_000138400_c.png
2020,12,7,0,57,24,237902,27,363,18,227,37,382,000001868_000138467_c.png
2020,12,7,0,57,24,252749,27,362,18,227,37,382,000001869_000138533_c.png
2020,12,7,0,57,24,267011,27,362,18,227,0,357,000001870_000138600_c.png
2020,12,7,0,57,24,281223,26,362,17,227,37,382,000001871_000138667_c.png
2020,12,7,0,57,24,297195,8,56,18,213,3,214,000001872_000138733_c.png
2020,12,7,0,57,24,311634,27,362,18,227,37,382,000001873_000138800_c.png
2020,12,7,0,57,24,325902,27,362,25,228,0,357,000001874_000138867_c.png
2020,12,7,0,57,24,340288,27,363,17,227,0,357,000001875_000138933_c.png
2020,12,7,0,57,24,356055,26,362,19,227,37,382,000001876_000139000_c.png
2020,12,7,0,57,24,376084,27,362,18,227,0,357,000001877_000139067_c.png
2020,12,7,0,57,24,398423,24,40,3,214,18,213,000001878_000139133_c.png
2020,12,7,0,57,24,417760,8,56,18,213,3,214,000001879_000139200_c.png
2020,12,7,0,57,24,433172,27,362,18,227,0,357,000001880_000139267_c.png
2020,12,7,0,57,24,448914,28,362,18,227,0,357,000001881_000139333_c.png
2020,12,7,0,57,24,465211,27,363,18,227,0,357,000001882_000139400_c.png
2020,12,7,0,57,24,479718,27,362,17,227,39,381,000001883_000139467_c.png
2020,12,7,0,57,24,493373,28,363,25,228,0,357,000001884_000139533_c.png
2020,12,7,0,57,24,507748,27,362,18,227,0,357,000001885_000139600_c.png
2020,12,7,0,57,24,522663,27,362,25,228,37,382,000001886_000139667_c.png
2020,12,7,0,57,24,537226,27,362,18,227,37,382,000001887_000139733_c.png
2020,12,7,0,57,24,551695,28,362,18,227,0,361,000001888_000139800_c.png
2020,12,7,0,57,24,565987,27,362,17,227,37,382,000001889_000139867_c.png
2020,12,7,0,57,24,580444,27,362,18,227,0,357,000001890_000139933_c.png
2020,12,7,0,57,24,594422,27,362,18,227,0,357,000001891_000140000_c.png
2020,12,7,0,57,24,608939,27,363,18,227,0,357,000001892_000140267_c.png
2020,12,7,0,57,24,622838,27,362,18,227,0,357,000001893_000140333_c.png
2020,12,7,0,57,24,636699,27,362,18,227,0,357,000001894_000140400_c.png
2020,12,7,0,57,24,650211,27,362,19,227,0,357,000001895_000140467_c.png
2020,12,7,0,57,24,664139,27,363,18,227,0,357,000001896_000140533_c.png
2020,12,7,0,57,24,678152,27,362,17,227,37,382,000001897_000140600_c.png
2020,12,7,0,57,24,691691,27,362,17,227,0,357,000001898_000140667_c.png
2020,12,7,0,57,24,705250,27,362,18,227,37,382,000001899_000140733_c.png
2020,12,7,0,57,24,719967,25,41,3,214,18,213,000001900_000140800_c.png
2020,12,7,0,57,24,733909,27,362,18,227,37,382,000001901_000140867_c.png
2020,12,7,0,57,24,747494,27,362,18,227,37,382,000001902_000140933_c.png
2020,12,7,0,57,24,761089,27,363,18,227,0,357,000001903_000141000_c.png
2020,12,7,0,57,24,774891,27,362,18,227,37,382,000001904_000141067_c.png
2020,12,7,0,57,24,788857,27,362,18,227,0,357,000001905_000141133_c.png
2020,12,7,0,57,24,802770,28,362,18,227,0,357,000001906_000141200_c.png
2020,12,7,0,57,24,817192,27,362,17,227,37,382,000001907_000141267_c.png
2020,12,7,0,57,24,831299,28,362,18,227,0,361,000001908_000141400_c.png
2020,12,7,0,57,24,845958,27,362,18,227,37,382,000001909_000141467_c.png
2020,12,7,0,57,24,861014,27,362,18,227,0,361,000001910_000141533_c.png
2020,12,7,0,57,24,874467,27,362,18,227,0,357,000001911_000141600_c.png
2020,12,7,0,57,24,888353,28,362,18,227,0,357,000001912_000141667_c.png
2020,12,7,0,57,24,902192,27,362,18,227,0,357,000001913_000141733_c.png
2020,12,7,0,57,24,915968,27,362,18,227,36,382,000001914_000141800_c.png
2020,12,7,0,57,24,929533,27,363,17,227,0,357,000001915_000141867_c.png
2020,12,7,0,57,24,943441,27,363,19,227,0,357,000001916_000142000_c.png
2020,12,7,0,57,24,958283,8,56,18,213,3,214,000001917_000142067_c.png
2020,12,7,0,57,24,973843,28,362,18,227,0,357,000001918_000142133_c.png
2020,12,7,0,57,24,987377,27,362,17,227,0,357,000001919_000142200_c.png
2020,12,7,0,57,25,1215,27,362,18,227,0,357,000001920_000142267_c.png
2020,12,7,0,57,25,16580,28,362,18,227,0,357,000001921_000142333_c.png
2020,12,7,0,57,25,32823,27,362,18,227,37,382,000001922_000142400_c.png
2020,12,7,0,57,25,46597,27,363,18,227,0,357,000001923_000142467_c.png
2020,12,7,0,57,25,60493,27,362,18,227,37,382,000001924_000142533_c.png
2020,12,7,0,57,25,74349,28,362,18,227,0,357,000001925_000142600_c.png
2020,12,7,0,57,25,88063,27,362,18,227,37,382,000001926_000142667_c.png
2020,12,7,0,57,25,101788,27,363,18,227,0,357,000001927_000142733_c.png
2020,12,7,0,57,25,116227,27,362,18,227,39,381,000001928_000142800_c.png
2020,12,7,0,57,25,130268,26,362,17,227,37,382,000001929_000142867_c.png
2020,12,7,0,57,25,143912,27,362,18,227,37,382,000001930_000143000_c.png
2020,12,7,0,57,25,157651,27,362,17,227,37,382,000001931_000143067_c.png
2020,12,7,0,57,25,172116,27,363,18,227,0,362,000001932_000143133_c.png
2020,12,7,0,57,25,186642,27,361,18,227,37,382,000001933_000143200_c.png
2020,12,7,0,57,25,200592,27,362,18,227,0,357,000001934_000143333_c.png
2020,12,7,0,57,25,215473,27,362,18,227,38,381,000001935_000143400_c.png
2020,12,7,0,57,25,231856,27,362,19,227,0,357,000001936_000143467_c.png
2020,12,7,0,57,25,245969,27,362,18,227,37,382,000001937_000143533_c.png
2020,12,7,0,57,25,259660,27,362,18,227,37,382,000001938_000143600_c.png
2020,12,7,0,57,25,273124,27,363,18,227,0,357,000001939_000143667_c.png
2020,12,7,0,57,25,286970,27,362,17,227,37,382,000001940_000143733_c.png
2020,12,7,0,57,25,301136,27,362,18,227,0,361,000001941_000143800_c.png
2020,12,7,0,57,25,315677,8,56,18,213,3,214,000001942_000143867_c.png
2020,12,7,0,57,25,329504,27,363,19,227,0,357,000001943_000143933_c.png
2020,12,7,0,57,25,343942,27,362,24,228,0,357,000001944_000144000_c.png
2020,12,7,0,57,25,360259,24,40,3,214,19,213,000001945_000144067_c.png
2020,12,7,0,57,25,381025,27,362,18,227,39,382,000001946_000144333_c.png
2020,12,7,0,57,25,402362,8,56,18,213,3,214,000001947_000144400_c.png
2020,12,7,0,57,25,421012,8,56,19,213,3,214,000001948_000144467_c.png
2020,12,7,0,57,25,436911,27,362,18,227,0,357,000001949_000144533_c.png
2020,12,7,0,57,25,452563,27,362,18,227,37,382,000001950_000144600_c.png
2020,12,7,0,57,25,466723,27,362,18,227,0,357,000001951_000144667_c.png
2020,12,7,0,57,25,480300,27,362,18,227,37,382,000001952_000144733_c.png
2020,12,7,0,57,25,494087,27,362,17,227,0,357,000001953_000144800_c.png
2020,12,7,0,57,25,507661,28,362,18,227,0,357,000001954_000144867_c.png
2020,12,7,0,57,25,521231,27,362,18,227,37,382,000001955_000144933_c.png
2020,12,7,0,57,25,536112,8,56,18,213,3,214,000001956_000145000_c.png
2020,12,7,0,57,25,550021,27,362,18,227,0,361,000001957_000145067_c.png
2020,12,7,0,57,25,563687,26,362,17,227,37,382,000001958_000145133_c.png
2020,12,7,0,57,25,577850,27,362,18,227,0,361,000001959_000145200_c.png
2020,12,7,0,57,25,591727,27,362,17,227,39,381,000001960_000145267_c.png
2020,12,7,0,57,25,605618,27,362,19,227,0,357,000001961_000145333_c.png
2020,12,7,0,57,25,619290,27,362,18,227,0,357,000001962_000145400_c.png
2020,12,7,0,57,25,632788,27,362,17,227,39,381,000001963_000145467_c.png
2020,12,7,0,57,25,646679,27,362,18,227,0,361,000001964_000145533_c.png
2020,12,7,0,57,25,660585,28,362,18,227,0,357,000001965_000145600_c.png
2020,12,7,0,57,25,674137,27,361,19,227,37,382,000001966_000145667_c.png
2020,12,7,0,57,25,687700,28,362,19,227,0,357,000001967_000145733_c.png
2020,12,7,0,57,25,702005,27,362,18,227,0,357,000001968_000145800_c.png
2020,12,7,0,57,25,716779,26,362,17,227,37,382,000001969_000145867_c.png
2020,12,7,0,57,25,731440,24,40,3,214,18,213,000001970_000145933_c.png
2020,12,7,0,57,25,744973,27,362,18,227,37,382,000001971_000146000_c.png
2020,12,7,0,57,25,758807,27,362,17,227,0,357,000001972_000146067_c.png
2020,12,7,0,57,25,772853,27,362,18,227,37,382,000001973_000146133_c.png
2020,12,7,0,57,25,786370,27,362,18,227,37,382,000001974_000146200_c.png
2020,12,7,0,57,25,800191,27,362,17,227,39,381,000001975_000146267_c.png
2020,12,7,0,57,25,814145,27,363,18,227,39,382,000001976_000146333_c.png
2020,12,7,0,57,25,828410,27,362,18,227,37,382,000001977_000146400_c.png
2020,12,7,0,57,25,842004,27,362,18,227,0,357,000001978_000146467_c.png
2020,12,7,0,57,25,855425,27,362,18,227,37,382,000001979_000146533_c.png
2020,12,7,0,57,25,869731,27,362,18,227,0,357,000001980_000146600_c.png
2020,12,7,0,57,25,883653,26,362,25,228,37,382,000001981_000146667_c.png
2020,12,7,0,57,25,897274,27,362,18,227,0,357,000001982_000146733_c.png
2020,12,7,0,57,25,910788,27,362,17,227,37,382,000001983_000146800_c.png
2020,12,7,0,57,25,924682,26,362,19,227,37,382,000001984_000147400_c.png
2020,12,7,0,57,25,938592,27,362,18,227,0,357,000001985_000147467_c.png
2020,12,7,0,57,25,952050,27,363,18,227,0,357,000001986_000147533_c.png
2020,12,7,0,57,25,966430,24,40,3,214,18,213,000001987_000147600_c.png
2020,12,7,0,57,25,981268,27,363,18,227,0,357,000001988_000147667_c.png
2020,12,7,0,57,25,995151,27,363,18,227,0,357,000001989_000147733_c.png
2020,12,7,0,57,26,9431,27,362,19,227,37,382,000001990_000147800_c.png
2020,12,7,0,57,26,22971,27,363,19,227,0,357,000001991_000147867_c.png
2020,12,7,0,57,26,37396,27,362,17,227,37,382,000001992_000147933_c.png
2020,12,7,0,57,26,51364,28,362,18,227,0,357,000001993_000148000_c.png
2020,12,7,0,57,26,65897,8,56,18,213,3,214,000001994_000148067_c.png
2020,12,7,0,57,26,79414,27,362,17,227,37,382,000001995_000148200_c.png
2020,12,7,0,57,26,93387,27,363,17,227,0,361,000001996_000148267_c.png
2020,12,7,0,57,26,107328,27,362,17,227,37,382,000001997_000148333_c.png
2020,12,7,0,57,26,120994,27,363,17,227,0,357,000001998_000148400_c.png
2020,12,7,0,57,26,134520,27,362,18,227,37,382,000001999_000148467_c.png
2020,12,7,0,57,26,149658,23,40,3,214,18,213,000002000_000148533_c.png
2020,12,7,0,57,26,164776,8,56,18,213,3,214,000002001_000148600_c.png
2020,12,7,0,57,26,179575,25,41,3,214,18,213,000002002_000148667_c.png
2020,12,7,0,57,26,193124,27,363,17,227,37,382,000002003_000148733_c.png
2020,12,7,0,57,26,206956,27,363,17,227,0,357,000002004_000148800_c.png
2020,12,7,0,57,26,220858,27,362,17,227,37,382,000002005_000148867_c.png
2020,12,7,0,57,26,234569,27,362,17,227,37,382,000002006_000148933_c.png
2020,12,7,0,57,26,249264,25,41,3,214,18,213,000002007_000149000_c.png
2020,12,7,0,57,26,264138,8,56,19,214,3,214,000002008_000149067_c.png
2020,12,7,0,57,26,279154,8,56,18,213,3,214,000002009_000149133_c.png
2020,12,7,0,57,26,293859,8,56,18,213,3,214,000002010_000149200_c.png
2020,12,7,0,57,26,308046,27,363,17,227,38,382,000002011_000149267_c.png
2020,12,7,0,57,26,322178,27,363,17,227,37,382,000002012_000149333_c.png
2020,12,7,0,57,26,337462,25,41,3,214,21,214,000002013_000149400_c.png
2020,12,7,0,57,26,352685,25,42,3,214,18,213,000002014_000149467_c.png
2020,12,7,0,57,26,370175,24,41,3,214,18,213,000002015_000149533_c.png
2020,12,7,0,57,26,388169,27,362,18,227,0,361,000002016_000149733_c.png
2020,12,7,0,57,26,404214,28,363,18,227,0,361,000002017_000149800_c.png
2020,12,7,0,57,26,419023,28,362,17,227,0,357,000002018_000149867_c.png
2020,12,7,0,57,26,434491,27,362,18,227,0,357,000002019_000149933_c.png
2020,12,7,0,57,26,450304,27,362,17,227,0,357,000002020_000150000_c.png
2020,12,7,0,57,26,464260,27,362,18,227,0,357,000002021_000150067_c.png
2020,12,7,0,57,26,478902,25,41,3,214,18,213,000002022_000150133_c.png
2020,12,7,0,57,26,492359,27,362,18,227,0,357,000002023_000150200_c.png
2020,12,7,0,57,26,506180,27,362,18,227,0,357,000002024_000150267_c.png
2020,12,7,0,57,26,520078,27,363,17,227,0,357,000002025_000150333_c.png
2020,12,7,0,57,26,533755,27,362,18,227,0,361,000002026_000150400_c.png
2020,12,7,0,57,26,547180,27,362,24,229,0,357,000002027_000150467_c.png
2020,12,7,0,57,26,560995,27,362,18,227,37,382,000002028_000150533_c.png
2020,12,7,0,57,26,574813,27,362,18,227,0,357,000002029_000150600_c.png
2020,12,7,0,57,26,588452,27,362,18,227,37,382,000002030_000150667_c.png
2020,12,7,0,57,26,603820,24,40,3,214,19,213,000002031_000150733_c.png
2020,12,7,0,57,26,617845,27,363,18,227,0,357,000002032_000150800_c.png
2020,12,7,0,57,26,631754,27,362,17,227,37,382,000002033_000150867_c.png
2020,12,7,0,57,26,645508,27,362,18,227,0,357,000002034_000150933_c.png
2020,12,7,0,57,26,658851,26,362,25,228,37,382,000002035_000151000_c.png
2020,12,7,0,57,26,672763,27,362,18,227,37,382,000002036_000151067_c.png
2020,12,7,0,57,26,686745,27,361,19,227,37,382,000002037_000151200_c.png
2020,12,7,0,57,26,700311,27,362,18,227,0,357,000002038_000151267_c.png
2020,12,7,0,57,26,713750,27,362,17,227,37,382,000002039_000151333_c.png
2020,12,7,0,57,26,727569,27,362,18,227,0,357,000002040_000151400_c.png
2020,12,7,0,57,26,742426,8,56,19,213,3,214,000002041_000151467_c.png
2020,12,7,0,57,26,755968,27,362,18,227,0,357,000002042_000151533_c.png
2020,12,7,0,57,26,769487,27,362,18,227,37,382,000002043_000151600_c.png
2020,12,7,0,57,26,783302,28,362,18,227,0,357,000002044_000151667_c.png
2020,12,7,0,57,26,797340,27,362,18,227,37,382,000002045_000151733_c.png
2020,12,7,0,57,26,810894,28,362,25,228,0,361,000002046_000151800_c.png
2020,12,7,0,57,26,824340,27,363,18,227,37,382,000002047_000151867_c.png
2020,12,7,0,57,26,838517,28,362,18,227,0,357,000002048_000151933_c.png
2020,12,7,0,57,26,852430,27,362,18,227,37,382,000002049_000152000_c.png
2020,12,7,0,57,26,866999,24,40,3,214,18,213,000002050_000152067_c.png
2020,12,7,0,57,26,881102,27,362,18,227,0,357,000002051_000152133_c.png
2020,12,7,0,57,26,895197,28,362,18,227,0,357,000002052_000152200_c.png
2020,12,7,0,57,26,911185,27,362,18,227,37,382,000002053_000152267_c.png
2020,12,7,0,57,26,924768,27,363,18,227,0,357,000002054_000152533_c.png
2020,12,7,0,57,26,938477,27,363,18,227,0,357,000002055_000153000_c.png
2020,12,7,0,57,26,953260,8,56,18,213,3,214,000002056_000153067_c.png
2020,12,7,0,57,26,967193,27,362,18,227,0,361,000002057_000153133_c.png
2020,12,7,0,57,26,981209,27,363,17,227,0,357,000002058_000153200_c.png
2020,12,7,0,57,26,995946,26,362,17,227,37,382,000002059_000153267_c.png
2020,12,7,0,57,27,9801,27,362,25,228,0,357,000002060_000153333_c.png
2020,12,7,0,57,27,24797,24,40,3,214,18,213,000002061_000153400_c.png
2020,12,7,0,57,27,38488,27,362,17,227,37,382,000002062_000153467_c.png
2020,12,7,0,57,27,52056,27,362,17,227,37,382,000002063_000153533_c.png
2020,12,7,0,57,27,65953,27,363,17,227,39,382,000002064_000153600_c.png
2020,12,7,0,57,27,80928,24,40,3,214,18,213,000002065_000153667_c.png
2020,12,7,0,57,27,94587,27,363,17,227,0,361,000002066_000153867_c.png
2020,12,7,0,57,27,108008,27,362,18,227,39,382,000002067_000153933_c.png
2020,12,7,0,57,27,121805,27,362,17,227,37,382,000002068_000154000_c.png
2020,12,7,0,57,27,136768,8,56,18,213,3,214,000002069_000154067_c.png
2020,12,7,0,57,27,151965,8,56,20,214,3,214,000002070_000154133_c.png
2020,12,7,0,57,27,166653,8,56,18,213,3,214,000002071_000154200_c.png
2020,12,7,0,57,27,180523,27,362,17,227,0,361,000002072_000154267_c.png
2020,12,7,0,57,27,195049,27,363,17,227,37,382,000002073_000154333_c.png
2020,12,7,0,57,27,210358,27,362,17,227,0,357,000002074_000154400_c.png
2020,12,7,0,57,27,223767,27,363,17,227,0,357,000002075_000154467_c.png
2020,12,7,0,57,27,238630,24,40,3,214,18,213,000002076_000154533_c.png
2020,12,7,0,57,27,253591,25,41,3,214,18,213,000002077_000154600_c.png
2020,12,7,0,57,27,267149,27,362,18,227,37,382,000002078_000154667_c.png
2020,12,7,0,57,27,280533,27,362,18,227,0,357,000002079_000154733_c.png
2020,12,7,0,57,27,294438,27,362,17,227,37,382,000002080_000154800_c.png
2020,12,7,0,57,27,309428,24,40,3,214,18,213,000002081_000154867_c.png
2020,12,7,0,57,27,323063,27,362,18,227,37,382,000002082_000154933_c.png
2020,12,7,0,57,27,336421,28,362,25,228,0,357,000002083_000155000_c.png
2020,12,7,0,57,27,352009,23,40,3,214,18,213,000002084_000155067_c.png
2020,12,7,0,57,27,369579,27,362,18,227,37,382,000002085_000155133_c.png
2020,12,7,0,57,27,390134,8,56,18,213,3,214,000002086_000155200_c.png
2020,12,7,0,57,27,407153,27,363,17,227,0,357,000002087_000155267_c.png
2020,12,7,0,57,27,422186,27,362,17,227,37,382,000002088_000155333_c.png
2020,12,7,0,57,27,438817,27,363,17,227,0,357,000002089_000155400_c.png
2020,12,7,0,57,27,456710,25,41,3,214,18,213,000002090_000155467_c.png
2020,12,7,0,57,27,471275,8,56,18,213,3,214,000002091_000155533_c.png
2020,12,7,0,57,27,485300,27,362,18,227,37,382,000002092_000155600_c.png
2020,12,7,0,57,27,499807,26,362,18,227,37,382,000002093_000155667_c.png
2020,12,7,0,57,27,513720,27,362,17,227,37,382,000002094_000155733_c.png
2020,12,7,0,57,27,527370,27,362,17,227,37,382,000002095_000155800_c.png
2020,12,7,0,57,27,541261,27,363,17,227,0,357,000002096_000155867_c.png
2020,12,7,0,57,27,555456,27,363,17,227,37,382,000002097_000155933_c.png
2020,12,7,0,57,27,569078,27,362,17,227,37,382,000002098_000156000_c.png
2020,12,7,0,57,27,582620,27,362,17,227,39,381,000002099_000156067_c.png
2020,12,7,0,57,27,596552,27,362,17,227,37,382,000002100_000156133_c.png
2020,12,7,0,57,27,611552,8,56,18,213,3,214,000002101_000156200_c.png
2020,12,7,0,57,27,625205,26,364,17,227,0,361,000002102_000156267_c.png
2020,12,7,0,57,27,638763,27,362,18,227,37,382,000002103_000156333_c.png
2020,12,7,0,57,27,653760,25,42,3,214,18,213,000002104_000156400_c.png
2020,12,7,0,57,27,667737,27,362,17,227,37,382,000002105_000156467_c.png
2020,12,7,0,57,27,681453,28,362,17,227,0,357,000002106_000156533_c.png
2020,12,7,0,57,27,695063,28,362,17,227,0,357,000002107_000156600_c.png
2020,12,7,0,57,27,709114,26,363,17,227,37,382,000002108_000156667_c.png
2020,12,7,0,57,27,723070,27,363,18,227,0,357,000002109_000156733_c.png
2020,12,7,0,57,27,736710,27,363,18,227,0,357,000002110_000156800_c.png
2020,12,7,0,57,27,751606,23,40,3,214,18,213,000002111_000156867_c.png
2020,12,7,0,57,27,765520,27,362,17,227,0,357,000002112_000156933_c.png
2020,12,7,0,57,27,779497,27,362,17,227,37,382,000002113_000157000_c.png
2020,12,7,0,57,27,794767,8,56,18,213,3,214,000002114_000157067_c.png
2020,12,7,0,57,27,810174,24,41,3,214,21,214,000002115_000157133_c.png
2020,12,7,0,57,27,824084,26,363,17,227,37,382,000002116_000157200_c.png
2020,12,7,0,57,27,839435,25,42,3,214,18,213,000002117_000157267_c.png
2020,12,7,0,57,27,853149,27,363,17,227,0,357,000002118_000157333_c.png
2020,12,7,0,57,27,866614,27,363,17,227,37,382,000002119_000157400_c.png
2020,12,7,0,57,27,880957,28,363,17,227,39,381,000002120_000157467_c.png
2020,12,7,0,57,27,894921,27,363,17,227,0,357,000002121_000157533_c.png
2020,12,7,0,57,27,908633,27,363,17,227,0,361,000002122_000157600_c.png
2020,12,7,0,57,27,922094,27,362,17,227,37,382,000002123_000157667_c.png
2020,12,7,0,57,27,935939,26,362,17,227,37,382,000002124_000157733_c.png
2020,12,7,0,57,27,949850,27,363,17,227,37,382,000002125_000157800_c.png
2020,12,7,0,57,27,965604,25,42,3,214,21,214,000002126_000157933_c.png
2020,12,7,0,57,27,979161,28,362,17,227,0,357,000002127_000158000_c.png
2020,12,7,0,57,27,993011,27,362,18,227,37,382,000002128_000158067_c.png
2020,12,7,0,57,28,7157,27,362,17,227,37,382,000002129_000158133_c.png
2020,12,7,0,57,28,20818,27,362,17,227,36,382,000002130_000158533_c.png
2020,12,7,0,57,28,35387,25,41,3,214,18,213,000002131_000158600_c.png
2020,12,7,0,57,28,49287,27,362,17,227,37,382,000002132_000158667_c.png
2020,12,7,0,57,28,63313,26,362,17,227,37,382,000002133_000158733_c.png
2020,12,7,0,57,28,76960,27,362,17,227,37,382,000002134_000158800_c.png
2020,12,7,0,57,28,90650,27,363,18,227,0,357,000002135_000158867_c.png
2020,12,7,0,57,28,105057,27,363,17,227,0,357,000002136_000158933_c.png
2020,12,7,0,57,28,119226,26,362,17,227,37,382,000002137_000159000_c.png
2020,12,7,0,57,28,132997,27,363,17,227,0,357,000002138_000159067_c.png
2020,12,7,0,57,28,146562,27,362,17,227,39,382,000002139_000159133_c.png
2020,12,7,0,57,28,160800,27,362,18,227,37,382,000002140_000159600_c.png
2020,12,7,0,57,28,174750,27,362,17,227,37,382,000002141_000159667_c.png
2020,12,7,0,57,28,188554,27,363,17,227,39,382,000002142_000159733_c.png
2020,12,7,0,57,28,203150,23,40,3,214,18,213,000002143_000159800_c.png
2020,12,7,0,57,28,217107,27,362,17,227,0,357,000002144_000159867_c.png
2020,12,7,0,57,28,231054,27,363,18,227,0,357,000002145_000159933_c.png
2020,12,7,0,57,28,244679,27,363,18,227,0,361,000002146_000160000_c.png
2020,12,7,0,57,28,259236,25,42,3,214,18,213,000002147_000160067_c.png
2020,12,7,0,57,28,273093,27,362,17,227,0,357,000002148_000160133_c.png
2020,12,7,0,57,28,287074,26,362,17,227,37,382,000002149_000160200_c.png
2020,12,7,0,57,28,300688,27,362,17,227,0,357,000002150_000160267_c.png
2020,12,7,0,57,28,315484,7,57,18,213,3,214,000002151_000160333_c.png
2020,12,7,0,57,28,330537,24,40,3,214,18,213,000002152_000160400_c.png
2020,12,7,0,57,28,344508,27,362,17,227,37,382,000002153_000160467_c.png
2020,12,7,0,57,28,359760,27,363,17,227,0,357,000002154_000160600_c.png
2020,12,7,0,57,28,378867,27,362,17,227,0,357,000002155_000160667_c.png
2020,12,7,0,57,28,398918,25,42,3,214,18,213,000002156_000160733_c.png
2020,12,7,0,57,28,416030,23,40,3,214,18,213,000002157_000160800_c.png
2020,12,7,0,57,28,432097,27,363,17,227,0,357,000002158_000160867_c.png
2020,12,7,0,57,28,446775,27,363,17,227,37,382,000002159_000160933_c.png
2020,12,7,0,57,28,461709,8,56,18,213,3,214,000002160_000161000_c.png
2020,12,7,0,57,28,476434,25,41,3,214,18,213,000002161_000161067_c.png
2020,12,7,0,57,28,490374,27,363,17,227,0,357,000002162_000161133_c.png
2020,12,7,0,57,28,503960,26,362,17,227,37,382,000002163_000161200_c.png
2020,12,7,0,57,28,517924,27,363,17,227,0,361,000002164_000161267_c.png
2020,12,7,0,57,28,531926,26,364,18,227,0,361,000002165_000161333_c.png
2020,12,7,0,57,28,545554,27,363,17,227,0,357,000002166_000161400_c.png
2020,12,7,0,57,28,560194,23,40,3,214,18,213,000002167_000161467_c.png
2020,12,7,0,57,28,574707,27,362,17,227,37,382,000002168_000161533_c.png
2020,12,7,0,57,28,588637,27,363,18,227,0,357,000002169_000161600_c.png
2020,12,7,0,57,28,603371,8,56,18,213,3,214,000002170_000161667_c.png
2020,12,7,0,57,28,618121,24,40,3,214,18,213,000002171_000161733_c.png
2020,12,7,0,57,28,633028,8,57,18,213,3,214,000002172_000161800_c.png
2020,12,7,0,57,28,646988,27,362,18,227,37,382,000002173_000161933_c.png
2020,12,7,0,57,28,661772,8,56,18,213,3,214,000002174_000162000_c.png
2020,12,7,0,57,28,676282,24,40,3,214,21,214,000002175_000162067_c.png
2020,12,7,0,57,28,691661,24,41,3,214,18,213,000002176_000162133_c.png
2020,12,7,0,57,28,707263,8,56,18,213,3,214,000002177_000162200_c.png
2020,12,7,0,57,28,721204,27,362,17,227,37,382,000002178_000162267_c.png
2020,12,7,0,57,28,734722,26,362,17,227,36,382,000002179_000162333_c.png
2020,12,7,0,57,28,748611,27,363,18,227,0,357,000002180_000162400_c.png
2020,12,7,0,57,28,762570,27,363,18,227,0,357,000002181_000162467_c.png
2020,12,7,0,57,28,776234,27,363,17,227,37,382,000002182_000162533_c.png
